15,12,261,28,13,61,46
12,13,406,4,26,103,17
15,13,612,46,29,296,60
12,13,336,44,13,124,43
11,13,328,9,19,87,26
15,14,660,41,55,454,93
15,14,717,31,60,476,76
11,12,155,22,7,50,17
15,15,811,32,116,708,129
13,14,505,24,49,236,40
14,14,580,69,33,330,84
15,15,808,10,74,470,117
15,13,439,29,28,209,43
11,13,205,22,3,43,39
12,12,301,37,7,88,24
11,13,320,1,17,80,22
13,11,124,15,5,27,7
11,14,416,42,37,208,54
13,13,286,37,12,149,26
11,12,198,4,6,28,25
14,11,245,4,10,39,15
15,12,333,25,16,95,30
12,11,84,19,2,13,10
14,12,297,11,17,74,19
15,14,597,32,49,325,102
12,13,337,41,24,146,70
15,14,569,34,40,311,52
13,13,464,40,31,181,49
15,13,493,42,31,219,59
15,15,611,97,40,374,193
12,10,115,9,4,13,3
12,11,123,13,4,16,5
15,15,987,47,105,796,133
14,14,543,70,34,391,92
11,13,254,7,15,60,16
12,14,632,51,34,434,102
11,10,111,25,4,22,7
12,12,314,5,20,80,18
13,13,603,62,40,378,62
12,13,421,41,24,184,68
11,12,288,34,18,105,41
11,11,211,33,14,53,18
11,10,103,12,0,7,5
11,12,177,13,9,37,13
13,14,597,8,61,254,61
12,11,172,21,4,27,8
12,11,190,15,5,36,12
11,14,597,47,43,443,144
12,14,560,6,47,231,50
13,13,284,29,7,80,42
11,11,207,29,7,37,14
13,10,142,4,5,14,3
12,13,313,36,11,77,40
13,14,567,34,37,264,57
11,13,241,8,6,31,16
13,14,528,64,29,241,100
13,11,180,10,10,29,12
14,12,306,28,17,93,21
13,12,295,19,16,89,14
13,11,225,3,10,39,6
13,11,247,10,7,41,17
11,12,243,29,14,64,18
13,11,192,26,1,21,14
15,11,269,18,11,56,14
13,13,428,34,26,187,50
11,13,293,40,5,68,35
15,13,417,48,10,161,71
11,14,524,69,38,334,84
11,11,237,6,7,52,13
13,14,537,68,25,308,125
15,14,861,82,67,744,157
13,12,244,13,9,57,18
15,15,541,14,28,248,113
13,15,884,46,168,862,101
14,14,487,41,12,170,79
13,11,198,29,4,35,17
12,14,387,14,17,170,42
12,14,531,36,61,369,69
11,14,563,45,55,406,86
14,11,212,26,4,39,17
15,13,480,61,8,159,56
15,15,769,57,52,596,220
15,13,587,0,46,255,28
13,13,466,43,33,191,74
12,14,590,76,44,409,105
14,14,522,89,27,247,161
14,13,445,46,24,194,73
15,12,292,15,18,84,14
15,13,261,40,11,70,39
12,14,606,65,10,263,114
12,12,269,45,16,88,25
12,11,230,4,11,42,11
12,14,388,57,17,177,66
13,12,270,24,13,64,28
13,15,779,20,97,525,50
12,12,298,19,22,97,14
12,12,210,7,8,47,12
11,10,130,12,2,11,6
11,11,130,10,6,19,5
12,13,528,44,29,276,56
13,15,503,65,51,334,131
11,10,72,9,4,8,4
14,13,315,32,18,104,24
12,15,777,5,87,437,57
14,12,311,22,15,102,24
15,15,526,25,59,281,70
15,14,755,94,63,657,171
13,15,698,56,50,550,102
11,13,458,9,47,216,26
12,12,267,19,14,72,19
15,11,184,0,8,23,3
15,11,243,30,9,68,18
11,10,131,18,4,21,8
15,15,725,32,64,458,148
14,15,795,37,78,672,113
15,12,225,16,7,42,15
12,12,267,35,17,116,32
11,11,164,21,3,33,13
11,12,257,3,12,56,12
15,14,544,12,39,261,67
12,13,392,55,6,114,39
15,14,555,59,34,287,106
13,13,440,17,23,137,37
12,12,314,15,10,75,26
11,12,228,24,10,51,20
15,14,677,22,61,322,63
12,13,322,30,10,90,39
15,15,833,94,80,717,252
11,12,361,58,19,179,28
14,13,265,26,9,57,50
12,12,163,17,6,21,16
15,13,451,36,34,235,56
14,14,520,57,22,265,108
15,11,311,23,15,95,23
13,13,406,53,2,96,40
12,15,684,17,64,428,115
15,15,1042,129,87,1013,315
14,13,503,37,40,232,53
13,11,236,20,7,64,19
12,11,142,27,2,14,15
12,14,588,62,36,345,91
11,14,468,47,27,240,88
15,14,562,14,45,202,82
14,11,163,5,6,24,8
13,14,436,34,39,224,43
13,13,549,17,57,260,39
13,14,553,53,54,492,54
13,15,789,20,104,610,115
15,15,885,60,88,779,189
11,12,188,7,8,34,11
11,11,221,5,8,38,9
15,15,789,23,116,720,69
13,12,394,11,26,121,28
11,14,457,4,45,218,29
12,15,824,3,108,400,73
11,15,515,68,30,331,174
13,11,240,18,12,58,12
14,15,863,72,67,860,106
11,11,145,17,1,29,19
11,13,349,35,32,159,49
12,12,292,16,21,92,20
15,14,603,24,43,310,93
12,15,649,68,26,452,185
14,13,405,19,27,160,45
15,15,840,103,67,653,261
14,14,604,32,42,297,82
12,13,380,29,34,187,37
13,14,642,61,57,527,107
13,14,649,30,60,442,72
13,13,256,8,16,85,15
11,15,589,69,67,555,165
13,14,576,6,76,257,43
14,14,523,4,49,258,29
14,12,310,26,17,92,59
14,15,831,62,98,722,207
14,12,207,21,6,38,18
13,11,136,16,4,20,8
12,12,289,25,21,80,24
15,11,187,1,8,26,5
12,11,180,23,7,37,12
11,15,794,66,87,787,89
14,14,507,7,42,189,60
11,11,189,23,1,25,15
12,12,273,26,4,46,36
11,14,341,49,19,99,74
12,11,186,15,7,34,12
13,14,645,26,67,374,51
12,15,724,26,70,427,68
11,12,314,9,14,73,21
11,14,435,45,81,250,86
12,12,316,17,15,92,17
11,11,133,18,4,18,16
13,14,301,36,10,110,58
15,15,810,20,73,539,168
13,11,194,8,5,28,15
15,14,613,23,50,288,75
12,12,209,7,15,51,12
13,14,657,29,37,390,143
12,11,187,2,8,24,7
15,12,331,19,19,94,25
12,14,569,51,43,392,98
13,13,399,9,19,103,34
15,12,299,27,14,77,28
13,14,530,55,25,221,97
14,14,624,25,78,332,87
15,12,301,1,22,62,25
15,12,365,26,33,139,29
15,11,172,19,5,27,12
14,12,393,29,20,118,43
14,14,583,29,51,330,66
13,13,429,49,7,157,79
12,12,238,22,25,60,24
12,15,843,96,53,631,172
11,13,406,52,2,98,32
12,12,207,17,3,37,15
12,10,143,16,5,18,8
14,11,139,12,4,17,9
12,11,223,28,10,50,18
15,13,388,7,27,105,38
14,13,378,38,28,153,73
13,13,450,68,23,227,60
12,12,163,8,7,26,8
14,15,805,81,55,590,180
14,11,169,30,7,36,22
15,11,173,6,2,25,13
13,11,175,21,7,44,14
14,11,149,0,4,16,4
11,11,131,6,9,17,7
11,12,164,19,7,40,16
15,12,233,3,13,47,13
12,13,344,2,20,84,19
15,12,303,6,18,72,17
14,15,980,6,117,607,114
13,13,476,77,14,196,89
11,13,419,8,22,116,14
15,13,459,3,28,105,22
12,11,200,27,6,35,18
13,13,463,24,23,153,33
12,11,157,2,5,15,5
14,12,221,6,9,35,14
14,11,241,38,8,42,23
15,15,799,77,63,593,106
14,13,347,14,13,77,31
14,15,797,34,83,541,105
12,15,730,65,61,528,152
11,14,418,2,32,111,24
15,12,413,16,20,130,36
15,11,227,29,8,46,14
11,15,727,73,52,608,120
13,12,248,29,5,50,32
15,13,369,51,17,108,62
13,13,355,18,20,119,20
12,11,153,3,2,27,20
11,12,311,24,16,89,24
11,11,147,7,4,17,8
13,15,940,93,96,1066,253
15,12,354,29,14,124,33
12,12,295,20,11,100,17
13,15,944,60,80,701,182
14,12,323,7,24,101,17
14,11,149,0,6,15,7
15,13,503,33,34,226,85
13,13,485,8,46,226,31
11,11,170,11,6,35,10
13,14,453,35,13,232,92
12,14,417,10,29,146,44
11,13,297,43,8,106,33
11,13,424,71,37,269,68
13,11,270,10,13,64,16
14,11,229,29,9,50,17
13,11,215,1,14,39,9
13,15,682,38,56,544,128
15,13,426,16,37,143,27
12,15,905,28,106,781,76
14,14,804,59,100,847,97
14,15,734,117,70,680,181
14,13,338,22,14,98,46
13,14,694,82,30,450,168
13,14,584,27,52,316,56
12,12,169,16,3,25,18
12,14,528,51,34,275,61
11,11,292,37,8,84,20
12,14,490,69,20,196,129
15,13,425,4,29,125,24
11,10,126,4,3,13,4
15,11,205,14,6,34,16
13,14,808,34,65,555,105
15,12,276,11,12,67,17
13,14,589,49,45,415,49
13,12,239,26,9,51,25
14,12,370,34,14,123,39
14,11,223,13,7,44,19
11,14,481,47,31,277,84
14,13,354,2,32,82,22
14,15,722,53,42,452,193
13,15,731,23,68,465,116
14,14,522,7,33,147,43
13,14,559,39,44,288,67
15,12,385,52,2,72,31
13,11,170,5,4,25,10
15,13,476,18,33,170,31
12,14,583,32,34,290,56
11,13,369,37,17,147,30
14,15,1050,80,44,824,220
15,13,466,22,28,175,42
15,11,180,23,6,28,14
12,15,721,15,63,360,88
15,14,608,82,25,315,143
11,11,168,19,5,36,10
15,15,648,22,60,387,85
14,11,173,22,8,31,18
12,12,241,6,16,52,12
15,13,362,20,13,118,39
15,13,352,40,9,130,83
11,12,260,30,9,77,25
15,13,367,15,38,162,30
14,14,618,36,72,407,118
15,13,302,36,17,139,44
12,11,224,7,7,51,14
11,11,117,14,2,14,7
11,12,257,10,14,87,16
13,14,505,34,37,396,109
13,12,330,37,19,173,24
11,14,472,54,26,289,51
12,13,285,27,20,130,32
11,11,161,22,6,31,15
15,12,374,33,17,126,27
15,11,161,10,6,25,14
11,14,392,51,27,210,62
13,11,148,3,5,17,7
11,12,224,18,23,64,19
11,11,199,3,8,33,9
15,15,701,90,64,534,212
14,13,437,53,26,172,57
14,11,187,19,12,42,14
13,15,780,46,60,475,83
14,15,624,65,35,462,150
15,15,926,28,149,831,93
15,15,687,64,50,585,220
11,15,786,58,54,809,195
15,12,229,39,7,53,39
15,14,866,99,38,433,120
13,13,384,47,14,118,45
15,14,414,41,16,104,35
12,14,594,18,27,142,33
12,14,419,34,30,201,76
12,12,463,11,25,185,21
11,14,466,51,27,248,77
15,12,294,3,9,62,21
12,13,450,38,31,185,47
15,13,455,10,50,175,25
12,14,604,71,90,456,102
13,11,190,0,6,29,8
11,14,428,26,18,196,58
13,12,240,11,11,62,23
13,11,161,14,3,30,12
15,13,502,8,42,163,56
11,13,362,30,21,155,40
15,15,1025,102,89,935,246
14,11,269,27,9,61,16
11,13,271,34,20,137,31
15,13,372,54,20,163,77
15,11,171,15,6,27,15
12,14,498,35,53,279,58
11,12,207,27,4,43,27
14,11,179,25,1,23,19
15,11,271,2,11,70,8
15,14,699,37,59,404,128
12,14,726,67,50,526,110
14,13,377,17,20,145,54
14,11,151,15,6,34,8
13,11,157,8,4,21,5
11,13,442,54,24,268,68
11,12,143,19,4,27,17
14,12,256,44,6,45,30
12,14,540,65,16,231,116
12,12,176,30,5,36,16
14,12,199,0,9,26,9
13,12,232,6,6,38,27
12,12,184,4,10,33,10
15,15,923,61,110,907,241
13,12,370,3,26,93,19
15,12,339,23,4,78,35
13,13,319,3,17,76,19
11,12,231,21,9,57,22
15,12,236,4,10,34,14
12,13,485,57,5,140,63
15,12,254,6,12,38,13
15,13,490,0,29,114,28
14,11,289,0,15,39,7
12,14,435,34,19,185,30
12,12,260,33,10,62,19
15,12,388,12,19,97,22
13,15,502,100,24,269,194
14,11,204,0,9,25,6
12,15,601,20,43,286,58
13,14,406,41,31,212,42
13,14,788,70,69,641,74
14,14,443,16,35,160,44
15,11,188,26,4,26,14
13,13,295,36,15,111,39
12,12,329,23,18,110,27
14,12,292,26,8,74,25
11,10,84,9,0,3,4
12,12,207,13,12,49,13
13,12,265,5,13,45,14
12,13,358,8,23,109,25
12,11,228,7,8,37,11
12,11,165,0,5,15,6
14,13,442,88,9,151,61
12,14,511,33,45,237,62
13,12,256,39,8,54,29
12,13,425,8,43,138,28
13,13,469,70,26,292,66
15,13,362,28,17,122,45
14,14,574,80,44,363,130
15,11,223,13,11,49,10
12,11,170,10,6,24,6
15,15,844,51,69,503,134
11,11,211,3,10,33,7
11,12,251,34,11,40,33
14,13,375,34,24,176,41
15,11,189,23,1,25,16
14,13,346,24,19,101,36
14,12,287,26,14,91,21
12,15,784,34,72,475,105
13,14,487,36,38,253,78
14,13,336,48,23,139,42
15,11,209,14,8,45,10
14,12,350,46,1,65,42
14,13,481,14,28,153,38
12,12,350,21,16,102,18
11,14,608,30,51,285,56
12,13,460,48,3,119,68
11,11,238,38,5,47,18
14,12,361,16,18,93,29
12,15,986,40,159,977,128
11,12,273,28,15,91,25
13,11,187,18,4,32,17
14,15,757,89,79,817,167
15,11,132,9,3,13,10
14,15,946,81,65,772,230
15,12,201,9,15,37,11
15,15,962,74,117,878,184
13,15,625,69,30,400,214
15,13,440,25,25,144,54
13,12,269,12,13,74,21
13,12,347,24,17,104,21
15,11,221,16,11,39,9
12,11,191,37,1,16,18
14,12,329,18,13,69,12
12,11,170,26,4,25,9
12,13,456,42,20,179,40
13,14,564,19,35,169,32
13,15,1004,75,96,1021,162
15,15,883,55,109,953,165
14,14,634,32,38,302,87
13,15,677,39,44,333,96
15,13,305,1,11,33,12
14,14,479,24,28,109,24
13,14,638,45,21,153,41
15,11,218,16,2,11,5
14,14,533,0,45,139,29
12,11,160,22,3,20,10
13,14,608,31,30,294,25
14,14,482,8,25,111,31
11,13,310,16,11,45,7
15,14,713,33,33,207,49
11,13,452,8,18,71,13
11,13,314,37,7,48,14
13,14,610,91,11,267,139
15,14,606,43,51,311,94
14,12,251,34,4,46,42
15,15,755,80,58,549,193
13,12,265,28,7,59,37
11,11,202,30,8,50,23
13,11,229,27,7,41,22
12,11,120,5,3,13,6
11,12,203,9,9,38,14
12,13,486,24,36,207,68
12,13,435,50,27,170,63
13,14,428,46,23,206,67
11,11,167,17,5,31,12
11,15,508,24,39,306,99
13,11,172,26,6,34,26
12,13,339,20,21,113,39
14,14,539,27,37,277,60
11,15,461,71,23,236,148
15,15,836,101,56,677,249
13,14,477,32,27,188,51
13,14,514,46,21,222,101
12,14,550,38,45,321,72
11,11,145,22,2,14,10
13,13,549,43,30,273,70
11,10,193,11,9,42,10
13,13,438,32,22,173,55
12,14,615,37,62,390,77
11,11,107,20,3,14,15
11,12,234,15,10,53,19
11,13,346,15,25,134,19
12,11,171,10,6,29,11
14,15,501,0,34,124,49
